hotelcode,hotelname,pricemin,pricemax
4615111,VILLA KERASY HOTEL ET SPA,94.94,168.78
4628925,Exe Victoria Palace,59.28,82.94
4629841,Belfast Town House,41.81,54.49
4629957,Pyle & Kenfig Golf Club Dormy House,64.15,85.53
4630181,Hotel Rivoli,41.66,48.23
4631926,Arona Hotel,84.48,137.27
4634089,Bird in Hand Inn 1774,50.68,107.7
4634245,Tailrace Inn,73.91,237.58
4642805,la condamine,87.4,87.4
4643857,Ramada Naples City Centre,97.65,313.03
4645520,Crowne Plaza Edinburgh - Royal Terrace,84.47,277.88
4645529,Holiday Inn Express Rotherham - North,65.47,171.08
4645549,Holiday Inn Darlington-A1 Scotch Corner,62.3,140.51
4645556,Holiday Inn Darlington - NORTH A1M JCT.59,52.96,181.37
4645586,Holiday Inn London - Heathrow T5,61.05,188.89
4648064,Radisson RED Hotel,73.6,448.78
4736909,Premiere Classe Coignieres,45.21,47.22
4737031,Kyriad Poitiers Jules Verne Site Du Futuroscope,49.93,191.38
4762607,The Tower Arms Hotel,68.64,126.71
4762741,room2 Southampton Hometel,95.53,169.79
4766686,Sunnyglen Holiday Park,104.54,146.77
4775113,The Flint,60.19,60.19
4841511,TwoStones,113.91,126.58
4843378,Best Western Plus hotel Expo,83.85,137.77
4845747,Sea view side house,35.05,35.05
4846179,ibis Styles Marseille Vieux-Port,85.39,120.56
4846190,ibis Brest Kergaradec Aeroport,59.07,109.5
4846208,ibis budget Blankenberge,35.03,83.4
4846685,Hotel Ascot,69.4,185.85
4851236,Merton Villa,83.41,104.54
4851350,Hotel Mischun,259.65,259.65
4854092,Plaza35,62.49,105.24
4855133,The Bluebird Inn at Samlesbury,83.26,115.09
4855666,Redwings Lodge,47.52,52.8
4856017,The Castle Hotel Neath,58.07,110.87
4859561,The Draen Bed and Breakfast,95.03,126.71
4861502,Douglas House,59.55,105.17
4861852,iH Argonne Park Residence Milan,61.41,79.37
4861856,iH Hotels Milano St John Sesto San Giovanni Mi,58.77,111.29
4878628,ibis Nice Centre Notre-Dame,58.27,109.5
4891649,ibis Marne la Vallee Champs,47.02,107.5
4897473,ibis budget Paris Porte d Italie Est,43.6,62.29
4897482,Hotel Mercure Dieppe La Presidence,62.59,174.8
4897902,Abba Jazz,60.58,118.54
4898043,Hampton Inn Oswiecim,56.87,78.7
4898417,Novotel Toulouse Purpan Aeroport,74.34,132.61
4898437,Novotel Thalassa Dinard,128.59,318.47
4898448,ibis Saint-Genis-Pouilly Geneve,55.56,90.37
4898450,Hotel Mercure Paris Orly Rungis,101.97,222.26
4898467,Hotel Mercure La Roche-sur-Yon Centre,69.32,333.54
4898480,ibis Creil-sur-Oise,72.33,106.49
4898483,ibis Paris Porte de Versailles Mairie d'Issy,79.37,124.57
4898488,Novotel Narbonne Sud,80.87,184.85
4898493,Novotel Nancy,59.77,215.89
4898496,ibis budget Paris Porte de Bagnolet,43.6,62.29
4898508,ibis Vichy,42.19,69.12
4898520,Hotel Mercure Saint-Malo Front de Mer,62.59,128.09
4898534,Hotel Mercure Cergy-Pontoise Centre,109.5,165.76
4898591,ibis Styles Colmar Nordo,77.36,130.6
4898610,Hotel Mercure Le President Biarritz Centre,89.41,169.78
4898627,Novotel Grenoble Centre,69.62,245.13
4898633,Hotel Mercure Compiegne Sud,98.45,189.88
4898640,ibis Dieppe Val Druel,60.28,93.04
4898647,ibis Styles La Rochelle Centre,110.01,149.69
4898652,Hotel Mercure Paris Saint-Ouen,130.6,316.96
4915534,The Moon Boutique Hotel,135.63,330.48
4917671,Antica Locanda Leonardo,90.42,210.97
4919607,Renona Rehabilitation,125.68,300.39
4920702,B&B Hotel LES HERBIERS,54.25,99.86
4922388,Van der Valk Hotel Tilburg,161.2,293.0
4923672,Hotel des Bains,56.26,56.26
4930436,The Marquis Inn,72.23,120.38
4935073,Hotel Mercure Zenith Nantes Saint-Herblain,62.59,113.52
4936783,Holiday Inn Munich - Leuchtenbergring,92.03,232.91
4937122,OCEAN-PACIFIC,34.08,58.43
4940660,Three Horseshoes,92.4,102.95
4941218,Relais de la rance,73.18,101.78
4941684,Rooms&Apartments Hotel Danci,65.4,89.51
4941869,Garni Hotel Tachov,24.02,33.63
4943593,Best Western L'Orangerie,60.03,139.39
4943595,Best Western Premier Hotel Bayonne Etche Ona - Bordeaux,158.74,381.75
4943597,Best Western Plus Hotel& Spa de Chassieu,102.66,268.03
4943599,Best Western Hotel De France,79.87,196.65
4943606,Les Violettes Hotel & SPA AlsaceBW Premier Collection,109.5,255.18
4943614,Best Western Palladior Voiron,62.89,160.97
4943615,Best Western Hotel Le Pont D'Or,76.25,178.46
4943616,Best Western Hotel De France,71.73,152.7
4943618,Best Western Hotel Crystal,97.94,175.81
4943632,Best Western Hotel Garden & Spa,74.0,155.72
4943657,Best Western Les Terrasses de Montargis,49.23,110.51
4943659,Le Domaine de MontjoieBW Premier Collection,110.61,234.08
4943661,Abbaye des Capucins Spa & ResortBW Premier Collection,84.39,232.69
4945963,Hillside,120.38,120.38
4947404,Thistle Express Swindon,93.34,136.21
4947707,The Inn Place,79.65,199.57
4949734,Sheraton Grand Krakow,86.09,850.15
4973994,Annapurna Hotel Tenerife - All Inclusive holiday,240.04,283.71
4990494,Residence Inn London Kensington,124.59,329.45
4990598,Ilisia Hotel S.A.,65.72,167.95
4996138,CasaO,170.89,252.16
4996803,Mediterraneo Emotional Hotel & Spa,123.63,489.47
4997749,Buono Hotel,75.35,95.44
4998414,Millenium Apartments,134.31,170.13
4998732,Porta Palace Apartments,122.27,229.96
5000173,Naxos Luxury Villas,219.07,282.36
5027936,Sleeperz Hotel Dundee,55.12,92.92
5028024,Holiday Inn Bloomsbury,200.63,284.05
5028030,Crowne Plaza Gerrards Cross,90.13,356.68
5028032,Holiday Inn Ipswich,46.46,99.33
5028314,ibis Styles Brindisi,50.23,88.41
5029373,Rezydencja Gubalowka,65.44,170.14
5058381,Hampton Inn Frankfurt,62.33,121.56
5059862,AC Hotel Venezia,104.48,199.92
5059869,AC Hotel Belfast,112.98,189.01
5059870,AC Hotel Wroclaw,108.75,187.09
5059878,Courtyard Toulouse Airport,127.58,240.1
5059879,Courtyard London Gatwick Airport,73.91,121.43
5059885,AC Hotel Bella Sky Copenhagen,105.97,218.45
5059892,Courtyard Edinburgh West,74.97,183.73
5059895,Moxy Milan Linate Airport,67.31,188.87
5059912,AC Hotel Almeria,55.25,86.53
5061518,Old Waverley Hotel,63.67,180.94
5104594,Holiday Inn Express Ringsheim,75.31,133.41
5104595,STAYBRIDGE SUITES LONDON-HEATHROW BATH ROAD,109.82,173.18
5110408,Hampton Inn Gdansk,70.79,140.06
5110409,Hampton by Hilton Belfast City Centre,93.98,199.58
5164988,Burntisland Sands Hotel,68.64,137.27
5166795,Milazzo INN,60.28,80.37
5171877,OCHSEN LODGE by Ochsen Lenzburg,150.04,203.28
5172615,Atao Residence- Rennes Sud,75.35,86.4
5175726,Matev Hotel,20.13,43.62
5178910,Civico Zero Resort,90.42,354.64
5180434,Hotel Villa Victoria By Intur,84.99,129.4
5185035,The New Alexandra Hotel,43.08,158.39
5185288,Hill Park Hotel,52.8,116.16
5189764,ibis budget Rennes Rte Lorient,55.64,108.3
5192877,The Troubadour London,211.19,211.19
5197811,Grandhotel Nabokov,121.09,182.58
5203718,Hotel Hel,106.84,237.96
5209833,Gasthof Im Kohl,64.03,102.24
5214700,waterfront hotel,95.03,179.51
5215626,Hotel City House Tilos,26.62,54.36
5225624,Muthu Newton Hotel,45.14,168.53
5234412,Ala hotel,65.92,75.62
5235540,Ishtar Residence Hotel,35.52,54.81
5238422,Stags Corner,108.97,337.05
5239004,Taranga Tagungszentrum und Hotel,68.16,93.99
5239509,the windsor hotel kirkcaldy,36.96,68.64
5244035,Bed&Bike Tremola San Gottardo,120.46,170.65
5248033,Hotel Buenos,90.23,125.21
5248530,Peaky Blinders (Churchtown),84.48,263.98
5255245,Horti 14 Borgo Trastevere,130.6,298.38
5257863,Hotel du Tramway,79.37,79.37
5258734,Elly,39.29,39.29
5262164,Costa del Sol Hotel,52.34,267.96
5264536,Camping La Pree,125.58,125.58
5265045,Hotel San Zeno,60.28,70.33
5275635,Star Inn Hotel,73.91,142.55
5277359,Auldgirth Inn,126.71,147.83
5279212,Camping de la Pointe,55.25,100.46
5286332,The Fleece Hotel Richmond,105.59,126.71
5288246,albergo bellavista,65.3,65.3
5294577,The Long Room Hotel and Bar,58.07,72.86
5302869,Mirtia Hotel,23.36,34.08
5303051,Il Bosco di Arichis - Charming Home,80.37,130.6
5303777,HOTEL ZAULEK,28.55,33.31
5341829,Althea Village,58.43,68.15
5342523,The White Hart Hotel,60.19,89.75
5350806,GHOTEL hotel & living Goettingen,73.43,133.23
5367387,Hotel Il Caminetto,101.29,132.61
5367759,Hotel Caraibisiaco sul mare,90.99,132.22
5371592,Boutique Aparthotel & Apartments,60.78,109.94
5436456,The House Of Toby London,152.94,210.13
5439367,Hotel du Centre,120.55,349.41
5467529,Grand Hotel Gosforth Park,56.14,222.8
5532304,Machrie Hotel & Golf Links,147.3,353.74
5532742,Fernhill Bed and Breakfast,54.49,77.29
5547944,Ambassador Hotel,45.4,83.42
5551188,Bazilika alatt,52.27,93.28
5641107,The Stay Club Willesden,50.37,76.03
5649845,Mercure Leeds Centre Hotel,83.38,162.19
5659063,"University Arms, Autograph Collection",268.2,631.44
5659871,The Nags Head,63.3,63.3
5669007,Hotel Lauterbad,111.54,390.4
5675092,Pytloun Boutique Hotel Prague,120.12,291.17
5685829,Eden Hotel by Trip inn,60.8,103.22
5703429,The Tempest Arms,95.03,117.66
5710272,Holiday Inn Express Wyppertal Hauptbahnhof,54.85,151.97
5710288,Hotel Indigo Stratford Upon Avon,170.0,315.72
5718614,Sprowston Manor Hotel & Country Club,136.21,173.17
5718615,Grand Hotel Sunderland,51.74,105.59
5727914,LES JARDINS DE MADEMOISELLE & SPA,157.99,530.45
5729270,Comfort Hotel Grenoble Est - Meylan,42.69,58.56
5736590,Hotel Fettehenne,105.04,158.02
5743663,Hotel Alfons,63.51,146.71
5746720,moorea camping,85.39,85.39
5768488,Danhostel Vitskol Kloster,100.64,100.64
5769038,Fly Deco Hotel,59.28,241.11
5769404,Themenhotel 50's Ville Motel,91.92,164.22
5770128,Le C Boutique hotel,109.5,159.74
5770615,Casa Dina,81.01,117.34
5770921,Morada da Moa,58.77,100.46
5781210,Hyatt Regency Chantilly,153.71,1702.85
5787022,easyHotel Sheffield,24.28,70.73
5794237,Maldron Hotel Newcastle,190.07,391.54
5811317,Park Inn By Radisson Bucharest,77.04,263.08
5811324,Park Inn By Radisson Prague,94.38,236.46
5811325,"Radisson Blu Hotel, Hannover",95.69,253.04
5811327,"Radisson Blu Hotel, Rostock",101.32,340.8
5811343,"Radisson Blu Hotel, Krakow",83.01,294.26
5811345,"Radisson Blu Hotel, Marseille Vieux Port",119.68,301.74
5813296,Lord Street Hotel,61.77,199.57
5813461,ibis Carcassone Est La Cite,63.69,133.62
5821649,Hotel Up Wellness & Spa,82.38,102.48
5823315,Resort Hotel Elija,45.66,68.49
5824750,Les Terrasses de Montargis,65.2,109.4
5824755,Aparthotel Adagio London Brentford,87.65,242.87
5834561,Le Chalet,98.45,98.45
5835182,Hotel Kyriad Peronne,55.51,105.49
5835237,Kyriad Prestige LE PANORAMA,61.11,175.08
5835273,Holiday Inn Express Exeter - City Centre,63.34,197.78
5837210,Pousada Vila Obdios,68.81,148.41
5837237,Golden Tulip Bordeaux Euratlantique,94.84,259.2
5837296,CAMPANILE PARIS - Clichy Centre,76.0,160.56
5837310,GOLDEN TULIP STRASBOURG CENTRE,156.27,340.62
5859805,DoubleTree by Hilton Cambridge Belfry,99.34,356.82
5860324,Casa Bucovineana,25.45,76.36
5861059,Hotel Villa von Sayn Rheinbreitbach,60.93,81.59
5862556,Courtyard Luton Airport,57.02,104.54
5862579,Residence Inn Toulouse-Blagnac Airport,91.89,209.97
5862597,"Bankside, Autograph Collection",484.67,780.33
5862618,AC Hotel Manchester City Centre,70.74,140.44
5867067,Gara Suites Golf & Spa,60.83,212.93
5867900,Hotel SYLWANA,33.31,71.39
5867978,New Era Hotel,84.19,134.84
5868217,St Martins Lodge,89.75,89.75
5873743,Sure Hotel by Best Western Frykenstrand,85.74,204.78
5878155,Hard Rock Hotel London,250.25,674.73
5878401,Ramada by Wyndham Muenchen Airport,78.53,227.22
5878502,Hotel Ehinger Rose,73.84,100.18
5880557,Pavillon de la plage,75.09,184.85
5883526,Le Domaine du Golf,93.76,161.9
5891200,Mascagni Luxury Dependance,92.77,257.06
5892401,Grand Excelsior Hotel Munich Airport,93.49,247.32
5896498,Scalford Country House Hotel,77.71,128.83
5905802,Excel Apartments Old Street,152.05,152.05
5907458,Ace Hotel Toulouse Blagnac,58.92,90.42
5911992,Sunley Hotel,66.52,73.91
5913415,Gostisce Kimovec,30.28,50.46
5921544,Hotel du Parc Ath,79.07,160.05
5924446,Edgbaston Park Hotel and Conference Centre,92.92,196.4
5924858,Schroeders City-Style-Hotel,71.27,102.24
5925648,Sure Hotel by Best Western Lagan,69.0,145.49
5925665,Best Western Arena Hotell,86.47,205.12
5925673,"Slottsholmen, BW Premier Collection",201.82,407.63
5925706,Best Western Plus Savoy Lulea,100.34,154.61
5933676,TheWaterfrontLodges,87.43,276.23
5943546,Ai Cherubini,239.1,278.28
5944349,Gower House Hotel,347.29,695.74
5944733,The Bay Hotel,92.92,249.2
5945333,Le Petit Chomel,181.84,313.45
5961345,Hotel Distrito Oeste,60.28,237.1
5966938,Hotel La Vetta,176.82,335.95
5986609,Heidekonig Hotel Celle,60.93,127.21
6114163,Hotel Seethaler,92.95,129.1
6125201,Las Montanas de Pumar Nucleo turistico rural,41.19,180.83
6125590,Hotel & Appartamenti Bonapace,64.29,302.3
6130060,Sloane Place,213.82,395.97
6149654,Fruitpark Hotel & Spa,79.84,169.82
6166077,HILLTOP OASIS - Lisbon Lux Hostel,72.89,188.66
6170134,Atrium Hotel Heathrow,55.42,135.42
6170546,Hotel Valencia Alameda,80.47,175.31
6176696,Hotel Casa de Indias By Intur,108.5,224.04
6180205,Approved Serviced Apartments Park Rise,388.74,409.46
6180257,Domaine du Colombier,108.9,253.17
6180886,Barabas Luzern,34.91,152.94
6190929,Hotel Pontsteiger,304.02,314.29
6203814,Courtfield Studios,143.01,380.13
6250152,Hotel Cluny Square,179.83,316.46
6251510,Hotel Doemitzer Hafen,64.14,179.71
6252472,DoubleTree by Hilton Oxford Belfry,152.05,197.67
6253782,Hotel Terminal,54.74,114.64
6258022,Hotel Amalfi Milano,56.12,98.35
6258569,The Grosvenor Plymouth,68.64,131.99
6262408,Hotel Zlaty Klucik,116.08,190.88
6280950,The Yorkshire Hotel,65.57,167.89
6281111,The Lairg Hotel,98.35,247.09
6325213,Melrose Hotel,114.06,256.09
6341670,New County Hotel,50.68,95.03
6343677,villa natia,70.33,110.51
6344698,Divina Suites Hotel Boutique Adults Only,149.19,176.82
6347499,Villa Sintica,65.37,111.07
6348131,Hotel Tayko Bilbao,78.36,230.06
6357522,Kongo Hotel & Casino,58.53,132.2
6357803,Hotel U7,87.79,113.6
6366545,Nefeli Studios,32.27,68.77
6367833,Centro Vacanze Cavallino,63.29,63.29
6376175,Rafaela Hotel Heidelberg,137.36,228.25
6376788,easyHotel Bernkastel-Kues,20.55,119.39
6379190,Villa Musolino,193.89,219.01
6380546,Barcelo Ourense,63.29,195.9
6384805,Hotel pod Kaplickou,51.22,65.73
6385239,MELISS EVENTS,45.92,67.83
6389301,Petit Hotel Ciutadella,48.23,60.28
6393493,Hotel restaurant de Bouilhac,149.69,336.56
6393637,Santuzza Hotel Catania,44.2,85.39
6394630,Vila Simina,35.41,35.41
6404972,Fly Inn Hotel & Lounge - Brussels Airport,71.94,103.21
6405041,Hotel Indigo Manchester - Victoria Station,84.58,189.01
6405050,Holiday Inn Express Rouen-Sud,70.73,87.3
6405900,Leonardo Royal Hotel Venice Mestre,71.0,119.55
6406082,Holiday Inn Express Lisbon - Plaza Saldanha,89.14,109.47
6406083,Holiday Inn Express Bridgwater,63.36,196.7
6410720,The Pack o' Cards,79.19,89.75
6417889,HOTEL POLICORO VILLAGE,45.98,93.16
6419874,Albergo Bixio,60.28,60.28
6422065,Chandos Premier Hotel Folkestone - Channel Tunnel,32.5,86.67
6422524,Eliot Arms,73.91,95.03
6423108,Riverside bar & Restaurant,84.48,116.16
6424127,Marble Apartments Broadway Two,101.37,202.74
6425880,Hotel Villa Esperia,45.56,914.91
6427313,Hotel Albrici,58.35,187.87
6427402,Hotel Mirabell,102.24,215.86
6429134,Hampton by Hilton Edinburgh Airport,86.16,210.13
6429136,"Lincoln Plaza London, Curio Collection by Hilton",273.48,379.08
6429903,ibis budget Langres,51.72,57.46
6429912,ibis Styles Vechta,69.15,131.51
6429914,ibis Landshut City,57.84,98.35
6431056,Panorama Hotel Noszvaj,107.55,107.55
6432420,Hotel Campus,51.02,124.21
6460910,Comfort Hotel Lille Lomme,51.53,85.39
6477411,Bergzentrum pam,88.41,110.51
6477444,Motel Roubenka,37.11,117.59
6481474,Innspire Hotel,115.57,251.7
6482013,HOTEL PECR DEEP,115.87,139.34
6491407,Hotel Deutschmeister,86.88,142.66
6493795,Hotel Colon Plaza,69.31,150.28
6494710,Apaliving - Das Budgethotel,66.26,164.85
6497237,B&B Hotel Bordeaux Langon,70.33,111.01
6497278,Elba Sunset Mallorca Thalasso Spa,81.33,501.64
6502213,Hotel Traffic,40.21,102.38
6503078,Gwynfryn,137.7,137.7
6509044,Exe Tres Cantos,62.38,10163.49
6509499,Hotel Lonatino,71.83,132.61
6519792,COUNTRY HOTEL LE QUERCE,53.6,110.51
6519986,Boutique Suites Lisse,52.72,115.58
6525668,BlackbullA1lodge,50.68,76.03
6525965,Casual de las Olas San Sebastian,61.06,161.24
6526261,Best Western Plus Hotel Les Humanistes,76.86,145.67
6536309,arte Hotel Salzburg,116.99,172.79
6537481,Dolomitenhotel,12.06,12.06
6542442,ibis budget Paris Porte de Bercy,81.38,108.5
6543070,Heights Accommodation City Center,43.63,48.01
6543146,Plumber Manor Hotel,136.85,304.11
6545854,Quentin XL Potsdamer Platz,64.54,2312.65
6546021,Hotel Habakuk,94.25,285.61
6548466,Park Hotel Gardenia,30.06,84.59
6548946,Hotel Le Parc de la Briandais,108.9,128.99
6558683,Acropolis Plaza Smart Hotel and Spa,80.81,106.11
6568769,The Level at Melia Castilla,214.99,472.18
6571466,Hotel Jurmala Spa,86.83,102.62
6578078,Hotel & Apartments Rothensteiner,126.92,278.22
6579831,Gasthof Schwabl Wirt,66.38,154.24
6580423,Hotel Memories OldTown,98.33,189.18
6580508,The Bricks Hotel Marktredwitz,61.85,115.4
6580624,Stadthotel Hamburg,82.48,136.58
6582086,Hotel Munich City,90.68,10382.98
6582863,Hampton by Hilton Paris Clichy,121.18,247.54
6589758,H10 Palacio Colomera,61.84,243.02
6592115,The King William Hotel,104.54,210.13
6592302,Holiday Inn Gdansk - City Centre,62.7,220.42
6592923,Kyriad Direct La Rochelle Aytre,50.64,73.33
6592926,Kyriad Bordeaux Ouest - Merignac Aeroport,768.54,1062.37
6592929,Kyriad Direct Saintes,40.69,93.44
6592937,Kyriad Direct Lille Est - Stade Pierre Mauroy,42.55,66.86
6592994,Esteban VIP Residence Club,30.58,101.52
6593126,Krahenbad Hotel,38.83,1311.71
6597336,Hotel In Den Hoek,62.55,119.89
6597516,B&B 't Meesterhof,103.22,240.82
6597545,Hotel onyx expo,103.22,134.49
6598077,Maribel Spa Hotel,19.5,37.12
6599262,B&B La Corderie,113.37,213.73
6599859,The Clara Hotel Bulgaria,22.83,22.83
6599877,Hotel Kramus,22.5,37.06
6601324,Hampton by Hilton Poznan Old Town,50.57,103.62
6601364,ARTA PALACE HOTEL,41.62,180.91
6615569,Hotel Walserhuus Sertig,130.68,280.72
6622107,Hotel Zamek Svijany,57.18,156.37
6626945,Walsroder Hof,65.74,162.67
6627525,Soller Business Hotel,101.32,252.01
6629907,Zleep Hotel Aarhus Nord,50.81,68.21
6629975,Sun-House,65.64,82.22
6630170,Zdarsky hotel JEHLA,37.81,115.21
6631054,Hotel balladins Perpignan,60.63,98.91
6631058,Hotel balladins Coignieres,42.51,74.8
6631071,Hotel balladins Dieppe,40.42,92.83
6631074,Hotel balladins Dijon Nord,48.5,108.5
6631075,Hotel balladins Caen Memorial,63.66,150.69
6631076,Hotel balladins la Roche-sur-Yon,50.66,94.94
6631078,Hotel balladins Valenciennes Aeroport,59.68,89.67
6631079,Hotel balladins Lyon / Villefranche-sur-Saone,41.19,58.27
6631080,Hotel balladins Amiens Longueau,62.65,68.32
6633677,DONAUHOTEL Ingolstadt,94.07,121.87
6634146,Hotel Elisabeth-Ilse,37.18,87.79
6634342,Amper Art Hotel,76.43,174.54
6634499,Apricot Hotel,91.92,122.9
6634692,Serways Hotel Waldmohr,60.93,71.27
6634882,DORMERO Hotel Roth,65.84,170.42
6635840,Villa Verde Gastehaus,98.12,123.84
6635873,Ruby Leni Hotel Dusseldorf,87.79,190.03
6636523,Ervastin Lomat,105.48,105.48
6636760,JUFA Hotel Kronach - Festung Rosenberg,139.95,139.95
6639417,Hotel Le Bellevue,108.5,118.54
6640086,hotel du grand mont,80.37,80.37
6640193,HOTEL LA GUIMBARDE,73.33,121.56
6640319,Hotel The Originals Acadine Pont-Audemer,76.31,169.55
6640448,La Ciucciarella,69.29,69.29
6640505,Le Theatre,95.44,110.51
6642728,Mill House B&B,101.37,120.38
6643260,The Black Bull B&B,47.52,68.64
6645882,Hotel Los Nardos,45.21,60.28
6646013,Brimford House,82.36,114.04
6646208,Hotel El Cortijo,25.12,54.25
6647803,ibis Styles Glasgow Centre West,62.3,83.41
6650784,Minster Mill,119.32,258.71
6654127,La Posta di Torrenova,62.28,104.49
6655359,B&B Hotel TROYES Saint-Parres-aux-Tertres,53.24,70.33
6655860,Camping Loisirs Des Groux,72.33,72.33
6655928,Auberge Du Camp Romain,98.45,126.59
6656361,Hotel Cronstadt,130.6,130.6
6656372,Paris Rooms & Dreams Hotel,65.42,165.32
6656988,Beausejour,78.24,78.24
6658065,Best Western Le Vauban,72.58,125.58
6658897,CoolRooms Atocha Hotel,235.08,723.34
6659383,La Boule d'or,45.21,90.42
6659444,Le Roc'h Ar Mor,70.05,140.11
6661209,Padley Farm B&B,101.37,126.71
6661299,The Grange Bed and Breakfast,44.35,63.36
6661443,Dinas,38.01,83.41
6661578,No 1 Broughton Bed & Breakfast,52.8,79.19
6661691,Cames Mead Farmhouse Bed and Breakfast,77.29,107.7
6661810,Fordhouse Farm,79.19,89.75
6661951,Best Western Dolphin Hotel,89.75,146.77
6662659,Bridgend Hotel,126.71,126.71
6662913,Three Gates Farm Holiday Cottages,206.17,374.59
6663243,Newmill Farm,76.03,126.71
